,PRICE,PRICE,PRICE,PPZFA,PPZFA,PPZFA,Rate
,count,sum,mean,mean,median,std,mean
FRONTAGE_CATEGORY,,,,,,,
≤25 feet,143,622380809,4352313.35,291.4,265.0,147.47,2.29
25-45 feet,138,889700957,6447108.38,261.71,218.0,184.06,2.39
>45 feet,983,14897711094,15155352.08,213.46,162.0,176.26,2.51
