,PRICE,PRICE,PRICE,PPZFA,PPZFA,PPZFA,Rate
,count,sum,mean,mean,median,std,mean
SLIVER_APPLICABLE,,,,,,,
False,1283,16526512261,12881147.51,227.24,187.0,175.47,2.46
True,16,93155000,5822187.5,257.69,202.0,141.42,3.12
