,PRICE,PRICE,PRICE,PPZFA,PPZFA,PPZFA,Rate
,count,sum,mean,mean,median,std,mean
DATE,,,,,,,
2018,73,1346387870,18443669.45,226.96,129.0,243.91,1.89
2019,179,3678473885,20550133.44,256.59,212.0,192.84,2.3
2020,172,1937787311,11266205.3,215.31,160.0,163.58,0.7
2021,212,2200563288,10380015.51,202.7,170.5,131.22,0.25
2022,255,2778674046,10896760.96,219.01,204.0,127.57,1.46
2023,216,2722161431,12602599.22,239.98,193.5,178.29,5.08
2024,192,1955619430,10185517.86,236.9,169.0,221.02,5.25
