,PRICE,PRICE,PRICE,PPZFA,PPZFA,PPZFA,Rate
,count,sum,mean,mean,median,std,mean
LOT TYPE,,,,,,,
 Interior ,1,1725000,1725000.0,217.0,217.0,,0.75
Corner,420,7439767564,17713732.3,222.99,166.0,187.24,2.87
Corner ,74,1524864728,20606280.11,238.15,203.5,162.74,0.92
Interior,556,4806429921,8644658.13,226.57,186.5,174.6,2.46
Interior ,163,1867016604,11454089.6,244.99,213.0,156.95,2.3
Through,83,971845319,11708979.75,217.75,211.0,161.65,2.16
interior,2,8018125,4009062.5,97.0,97.0,42.43,2.0
